Updated On,State,Total Doses Administered,18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
14-05-2021,Tripura,1486004,100316,555753,324186,,,,980319
15-05-2021,Tripura,1492191,104645,556411,324410,,,,985530
16-05-2021,Tripura,1492618,104672,556666,324449,,,,985851
17-05-2021,Tripura,1501848,112983,557297,324672,,,,995017
18-05-2021,Tripura,1512008,122118,557942,324919,,,,1005122
19-05-2021,Tripura,1520712,130102,558393,325027,,,,1013813
20-05-2021,Tripura,1527785,136357,558882,325178,,,,1020857
21-05-2021,Tripura,1535201,143030,559319,325311,,,,1028248
22-05-2021,Tripura,1551547,150597,567639,325649,,,,1044552
23-05-2021,Tripura,1554305,151241,569576,325812,,,,1047296
24-05-2021,Tripura,1560657,151845,573761,327249,,,,1053532
25-05-2021,Tripura,1566075,152330,577461,328358,,,,1058833
26-05-2021,Tripura,1568298,152744,578762,328795,,,,1060986
27-05-2021,Tripura,1571247,153215,580613,329319,,,,1063835
28-05-2021,Tripura,1574603,153421,582848,330157,,,,1067114
29-05-2021,Tripura,1588209,154852,594067,331028,,,,1080636
30-05-2021,Tripura,1602077,156564,606134,331112,,,,1094499
31-05-2021,Tripura,1610784,158800,610069,333552,,,,1103113
01-06-2021,Tripura,1615053,160635,611624,334385,,,,1107337
02-06-2021,Tripura,1618490,161707,613587,334727,,,,1110714
03-06-2021,Tripura,1624620,162847,617786,335442,,,,1116768
04-06-2021,Tripura,1631384,163632,622825,336252,,,,1123405
05-06-2021,Tripura,1635643,164124,626181,336598,,,,1127599
06-06-2021,Tripura,1636673,164149,627132,336635,,,,1128612
07-06-2021,Tripura,1640638,164464,630231,337006,,,,1132397
08-06-2021,Tripura,1644382,164738,633127,337391,,,,1135952
09-06-2021,Tripura,1646329,164843,634631,337625,,,,1137795
10-06-2021,Tripura,1649999,165017,637465,337956,,,,1141134
11-06-2021,Tripura,1652388,165141,639070,338315,,,,1143222
12-06-2021,Tripura,1659919,167474,640529,338683,,,,1147382
13-06-2021,Tripura,1661096,167545,641326,338875,,,,1148442
14-06-2021,Tripura,1681689,181038,643504,339441,,,,1164688
15-06-2021,Tripura,1706142,199044,645964,340134,,,,1185855
16-06-2021,Tripura,1736324,224877,647738,340522,,,,1213866
17-06-2021,Tripura,1791260,272848,649842,341051,,,,1264502
18-06-2021,Tripura,1860877,334209,652289,341697,,,,1328982
19-06-2021,Tripura,1920866,385968,654571,342462,,,,1383797
20-06-2021,Tripura,1942706,404567,655468,342780,,,,1403613
21-06-2021,Tripura,2093251,546374,658367,343559,,,,1549142
22-06-2021,Tripura,2285345,725176,663064,344700,,,,1733843
23-06-2021,Tripura,2344975,776536,665501,345395,,,,1788351
24-06-2021,Tripura,2396775,818214,668680,346352,,,,1834177
16-03-2021,Uttar Pradesh,3188522,784171,876701,793270,,,,2456849
17-03-2021,Uttar Pradesh,3464388,790999,934521,995192,,,,2723448
18-03-2021,Uttar Pradesh,3881080,813451,1030558,1188068,,,,3034854
19-03-2021,Uttar Pradesh,4231527,828022,1123666,1394172,,,,3348666
20-03-2021,Uttar Pradesh,4390444,836176,1171556,1486738,,,,3497298
21-03-2021,Uttar Pradesh,4416844,838089,1180626,1500686,,,,3522238
22-03-2021,Uttar Pradesh,4749723,852790,1259218,1682749,,,,3797621
23-03-2021,Uttar Pradesh,4960199,863951,1316234,1799257,,,,3982323
24-03-2021,Uttar Pradesh,5070493,869494,1350524,1864774,,,,4087684
25-03-2021,Uttar Pradesh,5344537,880051,1429994,2024781,,,,4337751
26-03-2021,Uttar Pradesh,5563645,886533,1498259,2161459,,,,4549205
27-03-2021,Uttar Pradesh,5644759,890025,1525091,2209399,,,,4627476
28-03-2021,Uttar Pradesh,5648595,890464,1526048,2211530,,,,4631003
29-03-2021,Uttar Pradesh,5648658,890462,1526062,2211578,,,,4631064
30-03-2021,Uttar Pradesh,5677982,891701,1535511,2229391,,,,4659569
31-03-2021,Uttar Pradesh,5747886,894614,1557541,2271697,,,,4726820
01-04-2021,Uttar Pradesh,5963390,899022,1673323,2354238,,,,4929565
02-04-2021,Uttar Pradesh,6335715,905796,1885419,2487326,,,,5281547
03-04-2021,Uttar Pradesh,6577701,911302,2025760,2571352,,,,5511428
04-04-2021,Uttar Pradesh,6737463,915391,2120688,2624381,,,,5663490
05-04-2021,Uttar Pradesh,7024060,915727,2271311,2727469,,,,5917539
06-04-2021,Uttar Pradesh,7340259,916089,2441437,2838463,,,,6199023
07-04-2021,Uttar Pradesh,7791657,916674,2703621,2996384,,,,6619721
08-04-2021,Uttar Pradesh,8143966,916930,2909878,3121014,,,,6950868
09-04-2021,Uttar Pradesh,8396201,918133,3045583,3202585,,,,7169348
10-04-2021,Uttar Pradesh,8493841,918968,3103261,3230477,,,,7255753
11-04-2021,Uttar Pradesh,8824093,920624,3299602,3335133,,,,7558409
12-04-2021,Uttar Pradesh,9356612,923650,3576567,3510485,,,,8013755
13-04-2021,Uttar Pradesh,9718148,926513,3770670,3629464,,,,8329706
14-04-2021,Uttar Pradesh,10027627,928615,3945485,3728661,,,,8605823
15-04-2021,Uttar Pradesh,10272414,930976,4058247,3797801,,,,8790085
16-04-2021,Uttar Pradesh,10538062,933617,4172669,3868724,,,,8978071
17-04-2021,Uttar Pradesh,10712197,935863,4250685,3912686,,,,9102301
18-04-2021,Uttar Pradesh,10718349,935869,4253234,3914165,,,,9106335
19-04-2021,Uttar Pradesh,10909053,937806,4323149,3960712,,,,9224739
20-04-2021,Uttar Pradesh,11120514,940405,4401019,4011732,,,,9356225
21-04-2021,Uttar Pradesh,11259040,941990,4459969,4044567,,,,9449601
22-04-2021,Uttar Pradesh,11440742,944193,4530141,4086144,,,,9563554
23-04-2021,Uttar Pradesh,11623304,946539,4603057,4126955,,,,9679629
24-04-2021,Uttar Pradesh,11776922,948902,4669674,4158041,,,,9779700
25-04-2021,Uttar Pradesh,11783929,949144,4671843,4159410,,,,9783480
26-04-2021,Uttar Pradesh,11947377,951532,4735193,4193919,,,,9883742
27-04-2021,Uttar Pradesh,12061238,1212247,4521122,4217344,,,,9953817
28-04-2021,Uttar Pradesh,12169041,1214542,4562511,4238680,,,,10018842
29-04-2021,Uttar Pradesh,12353995,1217554,4630721,4274674,,,,10125866
30-04-2021,Uttar Pradesh,12557806,1221985,4703223,4312603,,,,10240750
01-05-2021,Uttar Pradesh,12700692,1241607,4753289,4333447,,,,10331285
02-05-2021,Uttar Pradesh,12705437,1234550,4762436,4334546,,,,10334346
03-05-2021,Uttar Pradesh,12884995,1256071,4819934,4360964,,,,10439785
04-05-2021,Uttar Pradesh,13062635,1278459,4877400,4386194,,,,10544891
05-05-2021,Uttar Pradesh,13228006,1300823,4929744,4408839,,,,10642247
06-05-2021,Uttar Pradesh,13402535,1323026,4983023,4433609,,,,10742503
07-05-2021,Uttar Pradesh,13559957,1343866,5031020,4455292,,,,10833025
08-05-2021,Uttar Pradesh,13694748,1364744,5073975,4473182,,,,10914754
09-05-2021,Uttar Pradesh,13697577,1365103,5075349,4473590,,,,10916895
10-05-2021,Uttar Pradesh,13881053,1416849,5113130,4492958,,,,11025900
11-05-2021,Uttar Pradesh,14073046,1469442,5156017,4512722,,,,11141255
12-05-2021,Uttar Pradesh,14300912,1522216,5222458,4543759,,,,11291626
13-05-2021,Uttar Pradesh,14581474,1577130,5303701,4581443,,,,11465614
14-05-2021,Uttar Pradesh,14771189,1630443,5354834,4602188,,,,11590929
15-05-2021,Uttar Pradesh,14983606,1682810,5411510,4625425,,,,11723371
16-05-2021,Uttar Pradesh,14984918,1683303,5411935,4625587,,,,11724458
17-05-2021,Uttar Pradesh,15222236,1799174,5486849,4653529,,,,11943385
18-05-2021,Uttar Pradesh,15436461,1914024,5549792,4676599,,,,12144409
19-05-2021,Uttar Pradesh,15621166,2024961,5596533,4693926,,,,12319537
20-05-2021,Uttar Pradesh,15815757,2133764,5649643,4713501,,,,12501172
21-05-2021,Uttar Pradesh,16034048,2245271,5716279,4738189,,,,12704166
22-05-2021,Uttar Pradesh,16250118,2355708,5781756,4763364,,,,12905372
23-05-2021,Uttar Pradesh,16257569,2358678,5784416,4764541,,,,12912199
24-05-2021,Uttar Pradesh,16545766,2507051,5871706,4798658,,,,13182141
25-05-2021,Uttar Pradesh,16819746,2658653,5947702,4828525,,,,13439732
26-05-2021,Uttar Pradesh,17077311,2813929,6011459,4853570,,,,13683971
27-05-2021,Uttar Pradesh,17358612,2972597,6089349,4884319,,,,13951426
28-05-2021,Uttar Pradesh,17668206,3129312,6186696,4922528,,,,14243858
29-05-2021,Uttar Pradesh,17994300,3290729,6286269,4961992,,,,14544503
30-05-2021,Uttar Pradesh,18010911,3296049,6293411,4965579,,,,14560582
31-05-2021,Uttar Pradesh,18335009,3423859,6410999,5013947,,,,14854570
01-06-2021,Uttar Pradesh,18685319,3605445,6512865,5055603,,,,15179836
02-06-2021,Uttar Pradesh,19045624,3795181,6614916,5096413,,,,15512608
03-06-2021,Uttar Pradesh,19436908,3987739,6734712,5146396,,,,15875135
04-06-2021,Uttar Pradesh,19850174,4181737,6865588,5200744,,,,16254617
05-06-2021,Uttar Pradesh,20252136,4374801,6991866,5251472,,,,16624925
06-06-2021,Uttar Pradesh,20272802,4385040,6997573,5254215,,,,16643702
07-06-2021,Uttar Pradesh,20735794,4618418,7140860,5313534,,,,17079924
08-06-2021,Uttar Pradesh,21181060,4850991,7274757,5369225,,,,17502314
09-06-2021,Uttar Pradesh,21584490,5068887,7389580,5417108,,,,17883157
10-06-2021,Uttar Pradesh,22025903,5282718,7528842,5477771,,,,18297125
11-06-2021,Uttar Pradesh,22504047,5513053,7678414,5541566,,,,18741039
12-06-2021,Uttar Pradesh,22979323,5751293,7824429,5600529,,,,19184501
13-06-2021,Uttar Pradesh,23001682,5762647,7830971,5603586,,,,19205507
14-06-2021,Uttar Pradesh,23445493,5957638,7975723,5666569,,,,19608395
15-06-2021,Uttar Pradesh,23871523,6147190,8114771,5725121,,,,19995723
16-06-2021,Uttar Pradesh,24254164,6333886,8227524,5773398,,,,20343637
17-06-2021,Uttar Pradesh,24673597,6560825,8335081,5820639,,,,20725526
18-06-2021,Uttar Pradesh,25149677,6805952,8468612,5878958,,,,21162728
19-06-2021,Uttar Pradesh,25610808,7065962,8585050,5927195,,,,21587631
20-06-2021,Uttar Pradesh,25627085,7073629,8589826,5929795,,,,21602698
21-06-2021,Uttar Pradesh,26359410,7531675,8753113,6001893,,,,22296504
22-06-2021,Uttar Pradesh,27232439,8083787,8947983,6087677,,,,23129586
23-06-2021,Uttar Pradesh,28060510,8628938,9115423,6163351,,,,23918186
24-06-2021,Uttar Pradesh,28976470,9213328,9307171,6250925,,,,24782239
16-03-2021,Uttarakhand,398546,108420,86666,105080,,,,300292
17-03-2021,Uttarakhand,459272,109421,91883,155928,,,,357365
18-03-2021,Uttarakhand,491749,110941,94726,179230,,,,385031
19-03-2021,Uttarakhand,523715,112640,97745,202655,,,,413175
20-03-2021,Uttarakhand,542470,113870,99997,215288,,,,429295
21-03-2021,Uttarakhand,545854,114177,100629,217531,,,,432481
22-03-2021,Uttarakhand,575163,115105,103210,240508,,,,458968
23-03-2021,Uttarakhand,604131,116178,106183,262939,,,,485452
24-03-2021,Uttarakhand,623127,116836,108226,277763,,,,502979
25-03-2021,Uttarakhand,651083,117672,111100,300454,,,,529381
26-03-2021,Uttarakhand,677407,118479,113895,321815,,,,554351
27-03-2021,Uttarakhand,691740,119145,115813,332791,,,,567912
28-03-2021,Uttarakhand,692153,119171,115913,333054,,,,568301
29-03-2021,Uttarakhand,692153,119171,115913,333054,,,,568301
30-03-2021,Uttarakhand,709629,119811,118218,345478,,,,583674
31-03-2021,Uttarakhand,729248,120637,120657,359002,,,,600464
01-04-2021,Uttarakhand,766976,121523,141452,372336,,,,635483
02-04-2021,Uttarakhand,819787,122857,173771,387541,,,,684342
03-04-2021,Uttarakhand,864109,123971,200392,399992,,,,724528
04-04-2021,Uttarakhand,911431,124753,231235,412279,,,,768440
05-04-2021,Uttarakhand,963846,124858,262203,429126,,,,816359
06-04-2021,Uttarakhand,1010592,124908,290091,443972,,,,859144
07-04-2021,Uttarakhand,1103202,125034,346048,471856,,,,943113
08-04-2021,Uttarakhand,1183048,125098,393660,496422,,,,1015354
09-04-2021,Uttarakhand,1243903,125419,429295,515200,,,,1070092
10-04-2021,Uttarakhand,1284053,125540,452743,526586,,,,1105047
11-04-2021,Uttarakhand,1309345,125545,468019,533933,,,,1127677
12-04-2021,Uttarakhand,1362476,125660,496352,549282,,,,1171473
13-04-2021,Uttarakhand,1403514,125827,518112,561345,,,,1205463
14-04-2021,Uttarakhand,1432533,125879,533255,569388,,,,1228701
15-04-2021,Uttarakhand,1467119,126150,549231,578508,,,,1254070
16-04-2021,Uttarakhand,1519229,126432,572501,592386,,,,1291512
17-04-2021,Uttarakhand,1565895,127036,593273,604389,,,,1324893
18-04-2021,Uttarakhand,1568659,127030,594527,605100,,,,1326852
19-04-2021,Uttarakhand,1628596,127572,618654,620593,,,,1367015
20-04-2021,Uttarakhand,1679001,128056,638747,633819,,,,1400819
21-04-2021,Uttarakhand,1716299,128337,654852,643371,,,,1426757
22-04-2021,Uttarakhand,1767643,128813,676508,655801,,,,1461317
23-04-2021,Uttarakhand,1810870,129379,695227,666492,,,,1491294
24-04-2021,Uttarakhand,1851547,129910,713144,675748,,,,1519001
25-04-2021,Uttarakhand,1868785,130141,721194,679959,,,,1531495
26-04-2021,Uttarakhand,1919534,131015,740959,692332,,,,1564510
27-04-2021,Uttarakhand,1953190,166579,720311,700052,,,,1587147
28-04-2021,Uttarakhand,1992077,168089,735564,708608,,,,1612469
29-04-2021,Uttarakhand,2036059,169665,752151,718014,,,,1639998
30-04-2021,Uttarakhand,2079214,171391,767730,725771,,,,1665065
01-05-2021,Uttarakhand,2099055,172569,773684,728548,,,,1674974
02-05-2021,Uttarakhand,2105869,172507,775831,729408,,,,1677900
03-05-2021,Uttarakhand,2117345,172847,779107,731022,,,,1683130
04-05-2021,Uttarakhand,2149462,174458,786313,734557,,,,1695482
05-05-2021,Uttarakhand,2197687,176336,796405,739979,,,,1712874
06-05-2021,Uttarakhand,2256480,177780,809253,747276,,,,1734466
07-05-2021,Uttarakhand,2307663,179253,820395,753451,,,,1753256
08-05-2021,Uttarakhand,2349729,180600,829914,758064,,,,1768741
09-05-2021,Uttarakhand,2373371,181374,835695,760705,,,,1777937
10-05-2021,Uttarakhand,2445484,197679,848163,767290,,,,1813356
11-05-2021,Uttarakhand,2511832,220105,858413,772045,,,,1850845
12-05-2021,Uttarakhand,2546600,239366,865391,774943,,,,1880013
13-05-2021,Uttarakhand,2578678,258595,871118,777318,,,,1907366
14-05-2021,Uttarakhand,2613490,281211,876184,779586,,,,1937336
15-05-2021,Uttarakhand,2645339,303012,880300,781246,,,,1964930
16-05-2021,Uttarakhand,2663086,318759,881693,781695,,,,1982530
17-05-2021,Uttarakhand,2691931,343118,884858,782846,,,,2011224
18-05-2021,Uttarakhand,2715141,363343,887067,783551,,,,2034375
19-05-2021,Uttarakhand,2727448,373967,888280,783980,,,,2046650
20-05-2021,Uttarakhand,2744103,389335,889142,784283,,,,2063198
21-05-2021,Uttarakhand,2759084,402944,890137,784610,,,,2078139
22-05-2021,Uttarakhand,2772880,413433,892504,785461,,,,2091853
23-05-2021,Uttarakhand,2783836,420525,895338,786399,,,,2102721
24-05-2021,Uttarakhand,2807770,435126,902021,788743,,,,2126366
25-05-2021,Uttarakhand,2829587,448200,908131,790987,,,,2147806
26-05-2021,Uttarakhand,2838290,452358,911331,792191,,,,2156373
27-05-2021,Uttarakhand,2857400,462641,917396,794692,,,,2175239
28-05-2021,Uttarakhand,2875266,471877,923234,797008,,,,2192644
29-05-2021,Uttarakhand,2891355,478707,929528,799504,,,,2208274
30-05-2021,Uttarakhand,2901614,482012,934032,801734,,,,2218328
31-05-2021,Uttarakhand,2919103,488158,941342,805116,,,,2235181
01-06-2021,Uttarakhand,2932620,492774,947027,807794,,,,2248175
02-06-2021,Uttarakhand,2944942,497065,952127,810178,,,,2259962
03-06-2021,Uttarakhand,2962710,503159,959465,813891,,,,2277114
04-06-2021,Uttarakhand,2988289,517192,966560,817547,,,,2301935
05-06-2021,Uttarakhand,3025671,543336,973428,821267,,,,2338708
06-06-2021,Uttarakhand,3050222,561466,977518,823128,,,,2362816
07-06-2021,Uttarakhand,3084855,582245,985652,827669,,,,2396288
08-06-2021,Uttarakhand,3118649,602603,993719,832114,,,,2429187
09-06-2021,Uttarakhand,3156637,629751,1000088,835534,,,,2466183
10-06-2021,Uttarakhand,3207393,667796,1007437,839879,,,,2515957
11-06-2021,Uttarakhand,3250658,698669,1014619,843866,,,,2558034
12-06-2021,Uttarakhand,3285612,721598,1020882,847418,,,,2590812
13-06-2021,Uttarakhand,3320539,746536,1024979,849574,,,,2622029
14-06-2021,Uttarakhand,3377012,785590,1031451,853188,,,,2671224
15-06-2021,Uttarakhand,3419105,811610,1036648,855979,,,,2705277
16-06-2021,Uttarakhand,3444654,826000,1040303,858142,,,,2725505
17-06-2021,Uttarakhand,3477183,844181,1045645,861349,,,,2752271
18-06-2021,Uttarakhand,3515649,870017,1051333,864301,,,,2786799
19-06-2021,Uttarakhand,3541936,887565,1054849,866144,,,,2809750
20-06-2021,Uttarakhand,3556154,897025,1056773,866973,,,,2821983
21-06-2021,Uttarakhand,3676500,1004130,1063021,869938,,,,2938547
22-06-2021,Uttarakhand,3799085,1113268,1069166,872876,,,,3056963
23-06-2021,Uttarakhand,3922340,1222165,1076290,876020,,,,3176320
24-06-2021,Uttarakhand,4026451,1311790,1082422,878796,,,,3274993
16-03-2021,West Bengal,2818171,637601,876972,884944,,,,2400215
17-03-2021,West Bengal,3121794,645126,938148,1104140,,,,2688119
18-03-2021,West Bengal,3260568,653312,973162,1181717,,,,2808898
19-03-2021,West Bengal,3561127,662779,1052248,1370409,,,,3086159
20-03-2021,West Bengal,3758013,671633,1111828,1479223,,,,3263416
21-03-2021,West Bengal,3791481,673305,1123335,1496711,,,,3294084
22-03-2021,West Bengal,4029095,682468,1183291,1638937,,,,3505433
23-03-2021,West Bengal,4284851,694023,1256628,1776170,,,,3727569
24-03-2021,West Bengal,4428925,701264,1298082,1850519,,,,3850626
25-03-2021,West Bengal,4577280,708631,1337743,1929437,,,,3976580
26-03-2021,West Bengal,4883468,716714,1437469,2106148,,,,4261110
27-03-2021,West Bengal,5082386,722285,1514568,2210891,,,,4448531
28-03-2021,West Bengal,5087735,722454,1516801,2213643,,,,4453685
29-03-2021,West Bengal,5110946,723395,1525921,2225353,,,,4475456
30-03-2021,West Bengal,5323718,729498,1595242,2345801,,,,4671332
31-03-2021,West Bengal,5467439,733567,1646753,2417309,,,,4798424
01-04-2021,West Bengal,5614451,737390,1728144,2466374,,,,4932709
02-04-2021,West Bengal,5796984,741155,1837066,2524047,,,,5103078
03-04-2021,West Bengal,5967900,744699,1937086,2577444,,,,5260046
04-04-2021,West Bengal,6148158,747850,2051440,2627379,,,,5427490
05-04-2021,West Bengal,6396475,748892,2197559,2709880,,,,5657151
06-04-2021,West Bengal,6639763,749699,2345417,2785641,,,,5881580
07-04-2021,West Bengal,7020613,751226,2570448,2900312,,,,6222811
08-04-2021,West Bengal,7311686,753266,2730921,2980002,,,,6465014
09-04-2021,West Bengal,7673269,754956,2941770,3086335,,,,6783892
10-04-2021,West Bengal,7891168,756105,3069839,3145811,,,,6972586
11-04-2021,West Bengal,7982276,757054,3122325,3170808,,,,7051017
12-04-2021,West Bengal,8224788,759141,3245849,3235858,,,,7241680
13-04-2021,West Bengal,8345059,761383,3301863,3263928,,,,7328009
14-04-2021,West Bengal,8442892,763554,3348262,3285761,,,,7398413
15-04-2021,West Bengal,8468805,764252,3359541,3290749,,,,7415379
16-04-2021,West Bengal,8608782,766666,3412658,3318930,,,,7499090
17-04-2021,West Bengal,8739716,768339,3463694,3344181,,,,7577053
18-04-2021,West Bengal,8764150,768887,3474490,3348840,,,,7593056
19-04-2021,West Bengal,8976141,773292,3541915,3385062,,,,7701111
20-04-2021,West Bengal,9209694,778620,3623624,3427503,,,,7830594
21-04-2021,West Bengal,9396068,781805,3689118,3462687,,,,7934464
22-04-2021,West Bengal,9558233,784646,3746873,3492205,,,,8024582
23-04-2021,West Bengal,9780255,789426,3818947,3530013,,,,8139244
24-04-2021,West Bengal,9938423,793476,3875587,3557189,,,,8227116
25-04-2021,West Bengal,9969252,794338,3886240,3562287,,,,8243729
26-04-2021,West Bengal,10228994,799183,3961314,3601948,,,,8363314
27-04-2021,West Bengal,10437665,1046090,3785316,3634851,,,,8467133
28-04-2021,West Bengal,10630769,1051081,3828784,3659225,,,,8539976
29-04-2021,West Bengal,10781641,1054617,3862436,3678369,,,,8596240
30-04-2021,West Bengal,10971948,1059054,3902058,3700267,,,,8662227
01-05-2021,West Bengal,11058053,1061477,3918301,3709317,,,,8689947
02-05-2021,West Bengal,11066324,1059933,3921762,3710400,,,,8692844
03-05-2021,West Bengal,11256097,1063836,3937143,3723296,,,,8725020
04-05-2021,West Bengal,11409897,1067400,3948089,3734160,,,,8750404
05-05-2021,West Bengal,11506727,1071291,3953484,3739165,,,,8764695
06-05-2021,West Bengal,11594723,1075945,3957788,3742778,,,,8777268
07-05-2021,West Bengal,11839680,1081789,3969145,3756318,,,,8808010
08-05-2021,West Bengal,11952404,1086523,3974768,3761713,,,,8823763
09-05-2021,West Bengal,11963861,1086941,3975640,3762582,,,,8825922
10-05-2021,West Bengal,12108661,1091815,3982739,3769369,,,,8844778
11-05-2021,West Bengal,12226878,1097962,3989225,3774405,,,,8862487
12-05-2021,West Bengal,12408070,1105785,4000085,3783870,,,,8890679
13-05-2021,West Bengal,12562690,1114665,4009986,3791146,,,,8916777
14-05-2021,West Bengal,12609247,1121235,4013500,3793337,,,,8929070
15-05-2021,West Bengal,12673069,1132809,4023691,3797563,,,,8955081
16-05-2021,West Bengal,12678649,1134741,4024905,3798066,,,,8958736
